SCORES_TXT_BEGIN_0 0 100 9 BLEU
5 9 2 8 0 7 0 6 10 
6 8 4 7 2 6 1 5 10 
9 12 7 11 5 10 3 9 10 
9 10 5 9 3 8 2 7 10 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 1 4 9 BLEU
14 14 13 13 12 12 11 11 14 
13 14 12 13 11 12 10 11 14 
13 14 12 13 11 12 10 11 14 
12 12 10 11 8 10 6 9 14 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 2 100 9 BLEU
7 7 6 6 5 5 4 4 8 
7 8 6 7 5 6 4 5 8 
6 7 4 6 3 5 2 4 8 
7 9 6 8 5 7 4 6 8 
7 8 6 7 5 6 4 5 8 
7 8 6 7 5 6 4 5 8 
6 7 5 6 4 5 3 4 8 
6 8 4 7 2 6 1 5 8 
7 8 6 7 5 6 4 5 8 
6 7 5 6 4 5 3 4 8 
7 8 6 7 5 6 4 5 8 
7 9 5 8 4 7 3 6 8 
6 7 4 6 2 5 0 4 8 
7 8 5 7 4 6 3 5 8 
7 10 6 9 5 8 4 7 8 
7 8 5 7 3 6 1 5 8 
7 9 5 8 3 7 1 6 8 
8 8 7 7 6 6 5 5 8 
7 8 6 7 5 6 4 5 8 
8 9 6 8 5 7 4 6 8 
6 8 4 7 3 6 2 5 8 
7 8 5 7 3 6 2 5 8 
7 8 5 7 4 6 3 5 8 
6 7 5 6 4 5 3 4 8 
6 9 4 8 3 7 2 6 8 
6 7 5 6 4 5 3 4 8 
7 9 6 8 5 7 4 6 8 
6 8 5 7 4 6 3 5 8 
7 9 5 8 4 7 3 6 8 
7 8 6 7 5 6 4 5 8 
5 7 2 6 1 5 0 4 8 
8 8 5 7 4 6 3 5 8 
6 8 3 7 1 6 0 5 8 
7 8 5 7 3 6 1 5 8 
6 8 3 7 2 6 1 5 8 
6 8 5 7 4 6 3 5 8 
6 8 5 7 4 6 3 5 8 
6 7 4 6 3 5 2 4 8 
6 9 3 8 2 7 1 6 8 
6 7 5 6 4 5 3 4 8 
7 8 6 7 5 6 4 5 8 
6 7 4 6 2 5 1 4 8 
6 8 5 7 4 6 3 5 8 
5 9 4 8 3 7 2 6 8 
6 7 5 6 4 5 3 4 8 
6 7 5 6 4 5 3 4 8 
6 7 4 6 2 5 1 4 8 
6 7 4 6 3 5 2 4 8 
6 7 4 6 2 5 1 4 8 
6 8 4 7 3 6 2 5 8 
6 9 4 8 2 7 1 6 8 
6 7 4 6 3 5 2 4 8 
5 7 3 6 1 5 0 4 8 
6 7 5 6 4 5 3 4 8 
7 8 5 7 4 6 3 5 8 
7 9 5 8 4 7 3 6 8 
5 7 3 6 1 5 0 4 8 
6 8 4 7 2 6 0 5 8 
6 7 5 6 4 5 3 4 8 
7 8 5 7 3 6 2 5 8 
6 7 4 6 2 5 1 4 8 
6 8 4 7 3 6 2 5 8 
6 7 4 6 2 5 0 4 8 
6 8 4 7 2 6 1 5 8 
6 8 4 7 3 6 2 5 8 
6 7 5 6 4 5 3 4 8 
7 9 5 8 3 7 1 6 8 
5 7 3 6 2 5 1 4 8 
7 8 6 7 5 6 4 5 8 
6 9 5 8 4 7 3 6 8 
6 7 4 6 2 5 1 4 8 
7 9 6 8 5 7 4 6 8 
6 9 4 8 2 7 0 6 8 
6 7 4 6 3 5 2 4 8 
6 7 4 6 3 5 2 4 8 
6 9 4 8 2 7 1 6 8 
7 10 5 9 3 8 1 7 8 
5 7 3 6 2 5 1 4 8 
7 9 5 8 4 7 3 6 8 
7 8 5 7 3 6 1 5 8 
6 9 5 8 4 7 3 6 8 
7 9 5 8 3 7 1 6 8 
6 7 4 6 3 5 2 4 8 
5 8 3 7 1 6 0 5 8 
6 8 4 7 2 6 0 5 8 
7 10 6 9 5 8 4 7 8 
7 8 5 7 4 6 3 5 8 
7 9 5 8 3 7 2 6 8 
7 10 5 9 4 8 3 7 8 
7 10 5 9 3 8 1 7 8 
6 8 3 7 1 6 0 5 8 
6 7 4 6 3 5 2 4 8 
5 7 3 6 2 5 1 4 8 
6 8 4 7 2 6 0 5 8 
6 7 4 6 2 5 0 4 8 
6 7 5 6 4 5 3 4 8 
7 7 5 6 4 5 3 4 8 
6 7 5 6 4 5 3 4 8 
7 9 6 8 5 7 4 6 8 
7 9 6 8 5 7 4 6 8 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 3 100 9 BLEU
8 9 7 8 6 7 5 6 11 
7 9 6 8 5 7 4 6 11 
7 9 5 8 3 7 1 6 11 
7 9 6 8 5 7 4 6 11 
7 9 5 8 4 7 3 6 11 
7 9 5 8 4 7 3 6 11 
11 11 10 10 9 9 8 8 11 
7 9 5 8 3 7 2 6 11 
6 9 4 8 2 7 0 6 11 
9 10 6 9 5 8 4 7 11 
6 9 4 8 3 7 2 6 11 
6 9 4 8 2 7 0 6 11 
6 9 3 8 1 7 0 6 11 
6 9 4 8 3 7 2 6 11 
6 9 3 8 2 7 1 6 11 
8 10 6 9 4 8 3 7 11 
6 9 3 8 2 7 1 6 11 
8 10 5 9 4 8 3 7 11 
8 9 7 8 6 7 5 6 11 
8 11 6 10 4 9 3 8 11 
8 10 6 9 4 8 3 7 11 
6 9 4 8 3 7 2 6 11 
10 11 9 10 8 9 7 8 11 
6 9 4 8 2 7 1 6 11 
8 11 6 10 5 9 4 8 11 
6 9 4 8 2 7 1 6 11 
10 11 8 10 6 9 4 8 11 
10 11 9 10 8 9 7 8 11 
7 9 5 8 3 7 1 6 11 
10 11 8 10 7 9 6 8 11 
6 9 4 8 2 7 1 6 11 
6 9 3 8 1 7 0 6 11 
8 10 5 9 4 8 3 7 11 
8 11 6 10 4 9 2 8 11 
8 11 6 10 4 9 2 8 11 
6 9 5 8 4 7 3 6 11 
8 10 6 9 4 8 3 7 11 
8 10 5 9 4 8 3 7 11 
6 9 4 8 2 7 0 6 11 
8 10 4 9 2 8 1 7 11 
8 10 4 9 3 8 2 7 11 
8 10 4 9 2 8 1 7 11 
8 10 6 9 4 8 2 7 11 
9 10 7 9 6 8 5 7 11 
7 10 5 9 3 8 2 7 11 
5 9 2 8 1 7 0 6 11 
8 10 6 9 4 8 2 7 11 
7 9 6 8 5 7 4 6 11 
7 10 4 9 3 8 2 7 11 
7 10 5 9 3 8 2 7 11 
5 9 2 8 1 7 0 6 11 
8 9 7 8 6 7 5 6 11 
7 10 4 9 2 8 1 7 11 
7 11 5 10 4 9 3 8 11 
7 9 6 8 5 7 4 6 11 
7 11 5 10 3 9 2 8 11 
5 9 1 8 0 7 0 6 11 
7 10 5 9 3 8 2 7 11 
8 12 6 11 4 10 3 9 11 
7 10 4 9 3 8 2 7 11 
10 11 8 10 6 9 4 8 11 
7 10 3 9 2 8 1 7 11 
7 9 6 8 5 7 4 6 11 
7 11 5 10 3 9 2 8 11 
5 9 3 8 2 7 1 6 11 
7 10 3 9 2 8 1 7 11 
7 9 5 8 4 7 3 6 11 
7 11 4 10 2 9 1 8 11 
7 9 5 8 4 7 3 6 11 
7 10 5 9 3 8 2 7 11 
5 9 3 8 2 7 1 6 11 
7 8 5 7 4 6 3 5 11 
7 9 5 8 3 7 1 6 11 
7 9 5 8 4 7 3 6 11 
7 9 6 8 5 7 4 6 11 
6 9 5 8 4 7 3 6 11 
8 11 6 10 4 9 3 8 11 
7 10 4 9 2 8 1 7 11 
5 9 3 8 1 7 0 6 11 
8 10 7 9 6 8 5 7 11 
8 10 5 9 4 8 3 7 11 
7 10 4 9 2 8 1 7 11 
9 11 7 10 5 9 3 8 11 
5 9 3 8 2 7 1 6 11 
6 9 4 8 2 7 1 6 11 
5 9 2 8 1 7 0 6 11 
9 10 6 9 5 8 4 7 11 
7 11 4 10 2 9 0 8 11 
7 10 5 9 4 8 3 7 11 
5 9 3 8 1 7 0 6 11 
8 10 4 9 3 8 2 7 11 
5 9 2 8 0 7 0 6 11 
9 11 7 10 5 9 3 8 11 
6 9 4 8 2 7 1 6 11 
7 11 5 10 3 9 2 8 11 
9 11 6 10 4 9 3 8 11 
7 9 6 8 5 7 4 6 11 
7 11 4 10 3 9 2 8 11 
7 10 4 9 3 8 2 7 11 
8 10 6 9 4 8 3 7 11 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 4 1 9 BLEU
13 14 12 13 11 12 10 11 15 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 5 100 9 BLEU
6 7 3 6 2 5 1 4 6 
6 7 5 6 3 5 1 4 6 
5 7 4 6 2 5 1 4 6 
6 7 4 6 2 5 1 4 6 
6 7 4 6 2 5 1 4 6 
5 8 3 7 2 6 1 5 6 
5 10 3 9 2 8 1 7 6 
5 7 4 6 2 5 1 4 6 
5 7 3 6 2 5 1 4 6 
5 9 3 8 2 7 1 6 6 
6 7 4 6 2 5 0 4 6 
6 7 3 6 2 5 1 4 6 
5 7 4 6 2 5 0 4 6 
6 7 4 6 2 5 1 4 6 
5 7 2 6 1 5 0 4 6 
6 7 4 6 2 5 1 4 6 
5 7 3 6 2 5 1 4 6 
5 7 3 6 2 5 1 4 6 
6 7 2 6 1 5 0 4 6 
6 8 4 7 2 6 1 5 6 
6 7 4 6 2 5 0 4 6 
5 7 4 6 2 5 1 4 6 
6 7 4 6 2 5 0 4 6 
5 7 3 6 1 5 0 4 6 
4 10 3 9 2 8 1 7 6 
5 7 4 6 2 5 1 4 6 
6 7 2 6 1 5 0 4 6 
4 7 3 6 2 5 1 4 6 
4 7 3 6 1 5 0 4 6 
5 7 3 6 2 5 1 4 6 
5 7 3 6 1 5 0 4 6 
6 7 4 6 2 5 1 4 6 
6 7 2 6 1 5 0 4 6 
6 7 4 6 2 5 1 4 6 
6 7 3 6 1 5 0 4 6 
5 7 3 6 1 5 0 4 6 
5 9 4 8 2 7 1 6 6 
5 7 3 6 1 5 0 4 6 
6 9 5 8 3 7 1 6 6 
6 8 2 7 0 6 0 5 6 
4 8 3 7 2 6 1 5 6 
5 7 4 6 2 5 1 4 6 
6 7 3 6 1 5 0 4 6 
5 7 3 6 1 5 0 4 6 
6 7 4 6 2 5 0 4 6 
6 8 4 7 1 6 0 5 6 
5 7 3 6 2 5 1 4 6 
6 9 5 8 3 7 1 6 6 
6 7 3 6 2 5 1 4 6 
5 7 1 6 0 5 0 4 6 
4 8 2 7 1 6 0 5 6 
5 7 3 6 2 5 1 4 6 
5 7 3 6 1 5 0 4 6 
6 7 3 6 2 5 1 4 6 
6 7 4 6 2 5 1 4 6 
5 7 3 6 1 5 0 4 6 
6 7 2 6 1 5 0 4 6 
5 7 1 6 0 5 0 4 6 
4 10 3 9 2 8 1 7 6 
4 8 3 7 2 6 1 5 6 
6 6 5 5 4 4 3 3 6 
6 9 4 8 2 7 1 6 6 
4 7 2 6 0 5 0 4 6 
5 7 3 6 2 5 1 4 6 
5 10 3 9 2 8 1 7 6 
4 7 3 6 2 5 1 4 6 
5 7 3 6 1 5 0 4 6 
6 7 4 6 2 5 0 4 6 
5 7 3 6 1 5 0 4 6 
5 7 2 6 1 5 0 4 6 
5 7 3 6 1 5 0 4 6 
6 8 2 7 0 6 0 5 6 
6 8 3 7 0 6 0 5 6 
6 7 3 6 2 5 1 4 6 
4 7 2 6 0 5 0 4 6 
6 9 3 8 2 7 1 6 6 
5 7 4 6 2 5 1 4 6 
5 7 2 6 1 5 0 4 6 
5 7 4 6 2 5 0 4 6 
6 8 4 7 1 6 0 5 6 
6 8 3 7 0 6 0 5 6 
6 9 5 8 2 7 0 6 6 
6 9 4 8 2 7 1 6 6 
5 7 3 6 1 5 0 4 6 
5 7 3 6 1 5 0 4 6 
6 8 3 7 1 6 0 5 6 
4 10 3 9 2 8 1 7 6 
6 9 3 8 1 7 0 6 6 
5 7 4 6 2 5 1 4 6 
5 7 4 6 2 5 0 4 6 
6 9 4 8 2 7 1 6 6 
4 10 3 9 2 8 1 7 6 
5 7 3 6 2 5 1 4 6 
5 7 1 6 0 5 0 4 6 
4 7 3 6 2 5 1 4 6 
6 7 2 6 1 5 0 4 6 
5 7 3 6 1 5 0 4 6 
6 9 4 8 2 7 1 6 6 
4 7 3 6 2 5 1 4 6 
6 8 2 7 1 6 0 5 6 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 6 68 9 BLEU
9 9 7 8 5 7 3 6 11 
11 11 10 10 9 9 8 8 11 
8 9 6 8 4 7 2 6 11 
10 10 8 9 6 8 4 7 11 
10 11 9 10 8 9 7 8 11 
8 9 6 8 4 7 2 6 11 
8 9 5 8 3 7 1 6 11 
7 8 5 7 3 6 2 5 11 
8 9 6 8 4 7 2 6 11 
8 9 5 8 3 7 2 6 11 
9 9 6 8 4 7 2 6 11 
8 11 6 10 4 9 2 8 11 
11 13 10 12 9 11 7 10 11 
7 9 5 8 3 7 2 6 11 
6 8 4 7 3 6 2 5 11 
8 9 6 8 3 7 1 6 11 
10 11 9 10 8 9 7 8 11 
8 9 5 8 3 7 2 6 11 
9 10 7 9 5 8 3 7 11 
8 11 6 10 4 9 2 8 11 
9 10 7 9 5 8 3 7 11 
8 9 6 8 4 7 2 6 11 
10 11 8 10 6 9 4 8 11 
8 9 6 8 4 7 2 6 11 
7 9 5 8 3 7 2 6 11 
10 10 8 9 6 8 4 7 11 
8 9 6 8 4 7 2 6 11 
7 9 4 8 2 7 0 6 11 
6 8 4 7 3 6 2 5 11 
11 12 10 11 8 10 6 9 11 
9 13 7 12 5 11 3 10 11 
8 9 6 8 4 7 2 6 11 
10 11 9 10 8 9 7 8 11 
11 12 10 11 8 10 6 9 11 
8 10 6 9 4 8 2 7 11 
8 9 6 8 4 7 2 6 11 
9 9 4 8 2 7 1 6 11 
6 7 4 6 3 5 2 4 11 
9 10 6 9 4 8 2 7 11 
10 11 8 10 6 9 4 8 11 
8 10 6 9 4 8 2 7 11 
6 8 4 7 3 6 2 5 11 
6 9 4 8 3 7 2 6 11 
8 9 6 8 4 7 2 6 11 
10 11 8 10 6 9 4 8 11 
8 9 6 8 4 7 2 6 11 
7 9 5 8 3 7 2 6 11 
7 11 6 10 3 9 1 8 11 
9 12 7 11 5 10 3 9 11 
9 10 6 9 3 8 2 7 11 
8 9 5 8 3 7 1 6 11 
9 10 6 9 3 8 1 7 11 
9 10 6 9 3 8 2 7 11 
9 10 7 9 5 8 3 7 11 
11 12 10 11 8 10 6 9 11 
9 9 5 8 3 7 2 6 11 
8 9 6 8 4 7 2 6 11 
8 9 5 8 3 7 2 6 11 
8 9 5 8 3 7 1 6 11 
8 9 6 8 4 7 2 6 11 
8 9 6 8 4 7 2 6 11 
7 8 5 7 3 6 2 5 11 
10 11 8 10 6 9 4 8 11 
7 7 5 6 3 5 2 4 11 
8 9 5 8 2 7 1 6 11 
8 10 6 9 4 8 2 7 11 
11 12 9 11 7 10 5 9 11 
7 9 4 8 3 7 2 6 11 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 7 79 9 BLEU
8 9 6 8 5 7 4 6 9 
8 9 6 8 5 7 4 6 9 
7 10 6 9 5 8 4 7 9 
9 10 5 9 3 8 2 7 9 
9 11 5 10 3 9 2 8 9 
7 9 5 8 4 7 3 6 9 
9 11 5 10 3 9 2 8 9 
7 9 4 8 3 7 2 6 9 
7 9 4 8 3 7 2 6 9 
9 10 5 9 3 8 2 7 9 
8 9 4 8 2 7 0 6 9 
8 11 5 10 3 9 2 8 9 
7 9 4 8 2 7 0 6 9 
7 9 5 8 4 7 3 6 9 
8 10 6 9 4 8 2 7 9 
8 10 5 9 3 8 2 7 9 
8 10 6 9 4 8 2 7 9 
8 10 5 9 3 8 2 7 9 
8 9 4 8 2 7 0 6 9 
7 9 6 8 5 7 4 6 9 
7 9 4 8 2 7 1 6 9 
7 9 4 8 2 7 0 6 9 
8 10 5 9 3 8 2 7 9 
7 9 4 8 3 7 2 6 9 
8 10 5 9 3 8 1 7 9 
7 9 4 8 3 7 2 6 9 
7 9 5 8 4 7 3 6 9 
7 9 4 8 2 7 1 6 9 
8 9 6 8 5 7 4 6 9 
7 9 5 8 4 7 3 6 9 
8 10 5 9 3 8 1 7 9 
8 9 4 8 2 7 0 6 9 
7 9 4 8 2 7 1 6 9 
7 9 5 8 4 7 3 6 9 
7 11 3 10 1 9 0 8 9 
7 9 4 8 3 7 2 6 9 
7 9 4 8 3 7 2 6 9 
9 11 6 10 4 9 2 8 9 
8 10 5 9 3 8 2 7 9 
9 10 5 9 4 8 3 7 9 
7 9 4 8 2 7 0 6 9 
8 10 5 9 3 8 2 7 9 
6 11 3 10 1 9 0 8 9 
7 10 4 9 3 8 2 7 9 
7 9 5 8 4 7 3 6 9 
8 10 6 9 5 8 4 7 9 
8 10 6 9 5 8 4 7 9 
7 9 4 8 3 7 2 6 9 
8 9 3 8 1 7 0 6 9 
7 9 4 8 2 7 1 6 9 
7 9 5 8 4 7 3 6 9 
8 10 6 9 5 8 4 7 9 
8 10 6 9 5 8 4 7 9 
8 10 6 9 5 8 4 7 9 
8 10 6 9 5 8 4 7 9 
6 9 4 8 3 7 2 6 9 
7 9 5 8 4 7 3 6 9 
7 9 4 8 3 7 2 6 9 
6 9 4 8 3 7 2 6 9 
7 9 4 8 2 7 1 6 9 
9 11 6 10 5 9 4 8 9 
7 9 4 8 3 7 2 6 9 
7 9 3 8 1 7 0 6 9 
6 8 4 7 3 6 2 5 9 
7 9 5 8 4 7 3 6 9 
6 9 4 8 3 7 2 6 9 
7 10 4 9 3 8 2 7 9 
7 9 5 8 4 7 3 6 9 
7 9 4 8 3 7 2 6 9 
7 8 5 7 4 6 3 5 9 
8 11 5 10 3 9 2 8 9 
8 10 5 9 3 8 2 7 9 
7 10 6 9 5 8 4 7 9 
7 11 4 10 2 9 1 8 9 
8 10 5 9 3 8 2 7 9 
8 10 5 9 4 8 3 7 9 
9 10 5 9 4 8 3 7 9 
8 9 6 8 5 7 4 6 9 
8 9 4 8 2 7 0 6 9 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 8 94 9 BLEU
6 8 5 7 4 6 3 5 9 
6 8 5 7 4 6 3 5 9 
6 8 5 7 4 6 3 5 9 
6 9 5 8 4 7 3 6 9 
7 9 6 8 5 7 4 6 9 
5 9 4 8 3 7 2 6 9 
6 10 5 9 4 8 3 7 9 
5 9 4 8 3 7 2 6 9 
6 10 5 9 4 8 3 7 9 
6 10 5 9 4 8 3 7 9 
6 9 5 8 4 7 3 6 9 
6 9 5 8 4 7 3 6 9 
6 8 5 7 4 6 3 5 9 
6 8 3 7 2 6 1 5 9 
6 9 4 8 3 7 2 6 9 
5 9 4 8 3 7 2 6 9 
6 9 5 8 4 7 3 6 9 
6 10 5 9 4 8 3 7 9 
6 9 5 8 4 7 3 6 9 
5 8 3 7 1 6 0 5 9 
7 9 6 8 5 7 4 6 9 
6 9 5 8 4 7 3 6 9 
6 10 5 9 4 8 3 7 9 
6 10 5 9 4 8 3 7 9 
5 8 3 7 2 6 1 5 9 
8 9 7 8 6 7 5 6 9 
6 8 5 7 4 6 3 5 9 
8 9 7 8 6 7 5 6 9 
6 11 5 10 4 9 3 8 9 
6 9 5 8 4 7 3 6 9 
6 9 5 8 4 7 3 6 9 
5 8 4 7 3 6 2 5 9 
6 8 3 7 2 6 1 5 9 
6 10 5 9 4 8 3 7 9 
7 9 6 8 5 7 4 6 9 
6 10 5 9 4 8 3 7 9 
6 9 5 8 4 7 3 6 9 
6 9 4 8 3 7 2 6 9 
6 8 3 7 2 6 1 5 9 
5 8 4 7 3 6 2 5 9 
6 10 5 9 4 8 3 7 9 
6 9 5 8 4 7 3 6 9 
6 8 3 7 1 6 0 5 9 
5 8 3 7 2 6 1 5 9 
6 8 5 7 4 6 3 5 9 
5 8 3 7 1 6 0 5 9 
6 9 5 8 4 7 3 6 9 
5 8 4 7 3 6 2 5 9 
6 9 4 8 3 7 2 6 9 
5 8 3 7 2 6 1 5 9 
5 9 3 8 2 7 1 6 9 
6 9 5 8 4 7 3 6 9 
5 8 3 7 2 6 1 5 9 
5 9 3 8 1 7 0 6 9 
5 8 3 7 1 6 0 5 9 
6 11 5 10 4 9 3 8 9 
6 9 5 8 4 7 3 6 9 
5 8 4 7 3 6 2 5 9 
5 8 4 7 3 6 2 5 9 
6 12 5 11 4 10 3 9 9 
5 8 4 7 3 6 2 5 9 
6 9 5 8 4 7 3 6 9 
8 9 7 8 6 7 5 6 9 
6 9 5 8 4 7 3 6 9 
5 8 4 7 3 6 2 5 9 
7 8 5 7 4 6 3 5 9 
5 8 4 7 3 6 2 5 9 
6 9 5 8 4 7 3 6 9 
6 10 4 9 3 8 2 7 9 
6 9 5 8 4 7 3 6 9 
6 10 5 9 4 8 3 7 9 
5 8 3 7 2 6 1 5 9 
5 8 4 7 3 6 2 5 9 
6 9 4 8 3 7 2 6 9 
6 9 5 8 4 7 3 6 9 
5 8 3 7 2 6 1 5 9 
6 9 5 8 4 7 3 6 9 
6 9 4 8 3 7 2 6 9 
4 9 3 8 2 7 1 6 9 
6 9 5 8 4 7 3 6 9 
6 9 5 8 4 7 3 6 9 
7 9 6 8 5 7 4 6 9 
5 9 4 8 3 7 2 6 9 
5 8 3 7 2 6 1 5 9 
6 11 5 10 4 9 3 8 9 
6 11 5 10 4 9 3 8 9 
5 8 2 7 1 6 0 5 9 
6 8 5 7 4 6 3 5 9 
8 10 5 9 4 8 3 7 9 
5 7 4 6 3 5 2 4 9 
9 10 6 9 4 8 3 7 9 
6 9 4 8 3 7 2 6 9 
7 10 6 9 5 8 4 7 9 
6 8 3 7 1 6 0 5 9 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 9 100 9 BLEU
6 6 5 5 4 4 3 3 6 
5 6 4 5 3 4 2 3 6 
5 6 4 5 3 4 2 3 6 
5 6 3 5 2 4 1 3 6 
6 7 4 6 2 5 1 4 6 
6 7 4 6 2 5 1 4 6 
5 7 3 6 2 5 1 4 6 
6 7 4 6 2 5 1 4 6 
5 8 3 7 2 6 1 5 6 
5 6 3 5 1 4 0 3 6 
5 7 3 6 2 5 1 4 6 
6 8 4 7 2 6 1 5 6 
5 12 3 11 2 10 1 9 6 
5 6 3 5 1 4 0 3 6 
5 11 3 10 2 9 1 8 6 
5 10 3 9 2 8 1 7 6 
4 8 3 7 2 6 1 5 6 
4 8 2 7 1 6 0 5 6 
5 7 3 6 0 5 0 4 6 
5 7 2 6 0 5 0 4 6 
5 7 3 6 2 5 1 4 6 
5 6 3 5 1 4 0 3 6 
5 6 4 5 3 4 2 3 6 
5 8 3 7 1 6 0 5 6 
5 8 2 7 0 6 0 5 6 
5 7 3 6 1 5 0 4 6 
5 6 4 5 3 4 2 3 6 
4 6 2 5 0 4 0 3 6 
5 8 3 7 0 6 0 5 6 
4 6 3 5 2 4 1 3 6 
5 6 4 5 3 4 2 3 6 
5 9 3 8 2 7 1 6 6 
5 12 2 11 0 10 0 9 6 
4 6 2 5 0 4 0 3 6 
6 8 4 7 2 6 1 5 6 
4 12 2 11 1 10 0 9 6 
5 7 3 6 2 5 1 4 6 
5 6 3 5 2 4 1 3 6 
6 7 4 6 3 5 2 4 6 
5 7 3 6 2 5 1 4 6 
4 6 2 5 1 4 0 3 6 
5 7 3 6 1 5 0 4 6 
4 7 2 6 1 5 0 4 6 
4 6 2 5 0 4 0 3 6 
4 8 2 7 1 6 0 5 6 
5 11 2 10 0 9 0 8 6 
4 6 3 5 2 4 1 3 6 
5 7 3 6 1 5 0 4 6 
5 10 2 9 0 8 0 7 6 
5 8 3 7 1 6 0 5 6 
4 11 2 10 1 9 0 8 6 
4 6 2 5 1 4 0 3 6 
5 6 4 5 3 4 2 3 6 
5 7 3 6 1 5 0 4 6 
4 7 2 6 1 5 0 4 6 
4 10 2 9 1 8 0 7 6 
4 8 2 7 1 6 0 5 6 
4 12 2 11 1 10 0 9 6 
5 8 3 7 2 6 1 5 6 
4 7 2 6 1 5 0 4 6 
5 7 2 6 0 5 0 4 6 
5 8 3 7 1 6 0 5 6 
4 6 3 5 2 4 1 3 6 
4 8 2 7 1 6 0 5 6 
5 6 3 5 1 4 0 3 6 
6 7 4 6 2 5 1 4 6 
4 12 2 11 1 10 0 9 6 
5 7 2 6 0 5 0 4 6 
